uuid,day_id,license,model,feature,requests_cnt,spent_amount
user_940,2025-05-27,Premium,Model_E,Feature_1,64.0,12.02
user_863,2025-05-13,Standard,Model_A,Feature_3,15.0,5.26
user_760,2025-04-12,Standard,Model_A,Feature_1,11.0,3.89
user_562,2025-04-10,Enterprise,Model_A,Feature_2,33.0,11.43
user_151,2025-03-03,Standard,Model_C,Feature_4,58.0,9.94
user_508,2025-03-12,Basic,Model_D,Feature_1,33.0,6.87
user_43,2025-05-02,Enterprise,Model_D,Feature_2,105.0,12.51
user_541,2025-03-03,Premium,Model_C,Feature_2,30.0,4.69
user_559,2025-04-08,Enterprise,Model_C,Feature_4,139.0,21.58
user_809,2025-05-29,Basic,Model_C,Feature_2,13.0,3.4
user_934,2025-05-09,Standard,Model_A,Feature_1,11.0,3.77
user_423,2025-04-19,Enterprise,Model_B,Feature_1,30.0,10.23
user_561,2025-03-13,Enterprise,Model_C,Feature_2,48.0,8.1
user_513,2025-04-08,Premium,Model_A,Feature_4,31.0,10.51
user_127,2025-05-14,Enterprise,Model_E,Feature_2,51.0,13.41
user_444,2025-04-25,Premium,Model_C,Feature_3,59.0,14.39
user_734,2025-04-07,Standard,Model_B,Feature_1,6.0,1.83
user_378,2025-05-27,Standard,Model_C,Feature_1,49.0,11.72
user_529,2025-03-20,Enterprise,Model_C,Feature_2,57.0,11.97
user_39,2025-05-08,Premium,Model_A,Feature_3,37.0,14.45
user_484,2025-03-31,Standard,Model_A,Feature_5,6.0,2.17
user_507,2025-04-12,Basic,Model_B,Feature_1,11.0,3.31
user_305,2025-04-14,Enterprise,Model_D,Feature_2,210.0,36.84
user_105,2025-03-13,Premium,Model_E,Feature_2,52.0,9.83
user_904,2025-05-09,Premium,Model_A,Feature_2,27.0,11.49
user_66,2025-03-06,Enterprise,Model_B,Feature_3,42.0,16.02
user_917,2025-03-31,Standard,Model_C,Feature_2,27.0,5.4
user_435,2025-04-09,Standard,Model_C,Feature_1,86.0,16.39
user_144,2025-05-06,Basic,Model_B,Feature_1,11.0,3.86
user_812,2025-03-06,Enterprise,Model_C,Feature_2,63.0,16.35
user_694,2025-05-09,Enterprise,Model_B,Feature_1,36.0,14.28
user_559,2025-05-22,Enterprise,Model_C,Feature_3,81.0,14.64
user_67,2025-04-04,Standard,Model_E,Feature_2,34.0,5.89
user_124,2025-04-21,Enterprise,Model_A,Feature_4,42.0,16.81
user_783,2025-04-28,Premium,Model_A,Feature_2,59.0,26.630000000000003
user_914,2025-05-16,Premium,Model_B,Feature_2,101.0,36.870000000000005
user_336,2025-03-30,Standard,Model_A,Feature_3,31.0,10.780000000000001
user_208,2025-04-14,Basic,Model_C,Feature_3,25.0,4.9
user_800,2025-05-19,Enterprise,Model_B,Feature_1,27.0,8.97
user_594,2025-05-19,Standard,Model_D,Feature_3,25.0,5.95
user_424,2025-05-28,Premium,Model_A,Feature_1,54.0,18.14
user_899,2025-04-04,Enterprise,Model_C,Feature_2,132.0,27.39
user_473,2025-04-23,Basic,Model_A,Feature_1,9.0,3.24
user_205,2025-03-10,Standard,Model_A,Feature_2,13.0,4.2
user_285,2025-04-10,Enterprise,Model_D,Feature_1,108.0,16.86
user_22,2025-03-04,Basic,Model_A,Feature_1,10.0,3.36
user_423,2025-04-17,Enterprise,Model_B,Feature_3,42.0,15.48
user_839,2025-04-07,Standard,Model_A,Feature_3,15.0,5.98
user_864,2025-05-06,Premium,Model_A,Feature_1,27.0,9.06
user_125,2025-04-15,Premium,Model_B,Feature_3,30.0,10.96
user_230,2025-04-22,Standard,Model_D,Feature_4,57.0,13.13
user_75,2025-04-10,Premium,Model_E,Feature_4,77.0,23.38
user_583,2025-04-15,Basic,Model_B,Feature_1,17.0,6.02
user_666,2025-05-15,Basic,Model_C,Feature_3,27.0,1.94
user_465,2025-03-31,Standard,Model_D,Feature_4,53.0,6.29
user_215,2025-04-29,Premium,Model_B,Feature_4,12.0,4.32
user_286,2025-04-16,Standard,Model_C,Feature_3,35.0,8.27
user_498,2025-03-20,Basic,Model_D,Feature_1,37.0,5.34
user_924,2025-04-16,Standard,Model_E,Feature_1,42.0,7.08
user_829,2025-04-09,Enterprise,Model_B,Feature_4,7.0,2.01
user_130,2025-04-21,Premium,Model_C,Feature_2,51.0,9.49
user_545,2025-05-22,Enterprise,Model_A,Feature_3,45.0,16.62
user_11,2025-04-17,Basic,Model_A,Feature_1,9.0,3.24
user_555,2025-04-26,Basic,Model_A,Feature_1,9.0,3.12
user_701,2025-04-07,Enterprise,Model_D,Feature_2,99.0,13.65
user_60,2025-05-27,Basic,Model_D,Feature_1,27.0,6.28
user_648,2025-04-15,Standard,Model_A,Feature_3,14.0,4.82
user_175,2025-05-11,Enterprise,Model_B,Feature_1,21.0,7.5
user_629,2025-04-04,Enterprise,Model_E,Feature_3,45.0,8.04
user_857,2025-05-05,Standard,Model_B,Feature_3,17.0,6.8
user_720,2025-03-21,Enterprise,Model_D,Feature_1,105.0,22.74
user_351,2025-04-14,Basic,Model_C,Feature_1,29.0,4.62
user_339,2025-05-16,Premium,Model_D,Feature_1,78.0,15.08
user_244,2025-03-27,Standard,Model_B,Feature_1,18.0,6.22
user_12,2025-03-26,Premium,Model_D,Feature_3,50.0,8.07
user_63,2025-03-14,Enterprise,Model_A,Feature_2,21.0,7.71
user_717,2025-03-26,Premium,Model_B,Feature_3,58.0,21.91
user_11,2025-03-21,Basic,Model_A,Feature_3,13.0,4.74
user_302,2025-04-27,Enterprise,Model_E,Feature_2,69.0,9.78
user_714,2025-05-26,Standard,Model_A,Feature_1,17.0,5.5
user_58,2025-05-28,Enterprise,Model_A,Feature_1,72.0,30.21
user_507,2025-05-25,Basic,Model_B,Feature_3,12.0,4.33
user_817,2025-04-09,Premium,Model_D,Feature_2,84.0,15.33
user_417,2025-04-10,Enterprise,Model_E,Feature_2,72.0,14.37
user_193,2025-03-30,Enterprise,Model_A,Feature_1,18.0,6.27
user_71,2025-04-04,Premium,Model_C,Feature_1,56.0,9.01
user_459,2025-03-12,Enterprise,Model_D,Feature_4,100.0,18.81
user_272,2025-04-23,Enterprise,Model_D,Feature_4,110.0,26.03
user_215,2025-05-16,Premium,Model_B,Feature_5,25.0,8.95
user_838,2025-05-15,Enterprise,Model_E,Feature_1,78.0,15.99
user_152,2025-05-15,Premium,Model_A,Feature_3,30.0,12.55
user_359,2025-03-16,Premium,Model_C,Feature_2,88.0,15.01
user_24,2025-03-26,Premium,Model_C,Feature_3,74.0,12.9
user_146,2025-03-17,Basic,Model_A,Feature_2,15.0,5.67
user_720,2025-03-04,Enterprise,Model_B,Feature_1,66.0,24.21
user_118,2025-05-22,Enterprise,Model_E,Feature_1,57.0,15.12
user_438,2025-03-18,Standard,Model_E,Feature_1,73.0,13.91
user_85,2025-05-16,Premium,Model_A,Feature_5,20.0,6.93
user_862,2025-04-29,Premium,Model_C,Feature_2,36.0,5.16
user_898,2025-03-11,Enterprise,Model_B,Feature_3,90.0,35.16
user_907,2025-03-10,Enterprise,Model_A,Feature_4,75.0,27.46
user_639,2025-05-14,Enterprise,Model_C,Feature_1,105.0,14.01
user_156,2025-05-09,Enterprise,Model_B,Feature_3,42.0,15.36
user_33,2025-04-04,Enterprise,Model_C,Feature_1,99.0,20.28
user_635,2025-04-28,Enterprise,Model_A,Feature_5,24.0,9.48
user_222,2025-03-11,Basic,Model_D,Feature_1,80.0,17.310000000000002
user_255,2025-05-01,Premium,Model_A,Feature_2,43.0,16.91
user_808,2025-04-15,Standard,Model_D,Feature_1,48.0,7.42
user_712,2025-04-24,Standard,Model_B,Feature_1,8.0,2.59
user_253,2025-03-14,Basic,Model_C,Feature_2,20.0,4.06
user_194,2025-03-12,Premium,Model_E,Feature_5,39.0,7.56
user_484,2025-03-12,Standard,Model_A,Feature_1,26.0,9.26
user_20,2025-03-17,Premium,Model_D,Feature_1,141.0,26.85
user_306,2025-05-08,Premium,Model_E,Feature_1,117.0,17.11
user_326,2025-05-07,Standard,Model_B,Feature_5,18.0,7.8
user_174,2025-05-30,Enterprise,Model_C,Feature_1,222.0,46.2
user_658,2025-05-26,Enterprise,Model_E,Feature_1,81.0,19.8
user_64,2025-05-31,Enterprise,Model_C,Feature_2,87.0,16.98
user_839,2025-05-07,Standard,Model_A,Feature_1,14.0,5.22
user_677,2025-04-24,Basic,Model_D,Feature_1,67.0,14.18
user_288,2025-04-17,Enterprise,Model_D,Feature_5,120.0,20.58
user_902,2025-03-26,Basic,Model_B,Feature_1,37.0,14.48
user_45,2025-04-09,Basic,Model_A,Feature_2,10.0,3.4
user_591,2025-05-13,Enterprise,Model_D,Feature_2,96.0,9.84
user_43,2025-04-16,Enterprise,Model_C,Feature_1,96.0,17.04
user_879,2025-05-11,Enterprise,Model_C,Feature_4,174.0,37.12
user_656,2025-04-15,Standard,Model_B,Feature_3,22.0,7.78
user_391,2025-03-06,Basic,Model_D,Feature_3,43.0,9.89
user_911,2025-03-17,Premium,Model_D,Feature_2,80.0,17.27
user_238,2025-05-30,Standard,Model_C,Feature_1,112.0,24.07
user_901,2025-05-19,Basic,Model_C,Feature_1,78.0,8.96
user_454,2025-04-07,Standard,Model_C,Feature_5,27.0,4.26
user_944,2025-04-12,Basic,Model_A,Feature_2,11.0,4.19
user_630,2025-03-05,Basic,Model_A,Feature_3,11.0,4.14
user_880,2025-03-13,Enterprise,Model_C,Feature_4,138.0,22.61
user_570,2025-05-08,Premium,Model_C,Feature_1,93.0,15.94
user_662,2025-04-05,Enterprise,Model_B,Feature_2,42.0,15.72
user_731,2025-05-06,Premium,Model_C,Feature_1,71.0,13.93
user_218,2025-04-18,Standard,Model_A,Feature_2,17.0,6.13
user_91,2025-05-28,Standard,Model_A,Feature_3,21.0,7.27
user_35,2025-05-09,Standard,Model_D,Feature_2,97.0,15.49
user_189,2025-04-14,Basic,Model_D,Feature_1,76.0,16.35
user_186,2025-05-19,Basic,Model_A,Feature_2,10.0,4.54
user_408,2025-05-28,Enterprise,Model_A,Feature_3,45.0,15.81
user_787,2025-03-18,Enterprise,Model_A,Feature_2,27.0,11.22
user_51,2025-03-21,Basic,Model_A,Feature_5,7.0,2.75
user_816,2025-04-16,Premium,Model_A,Feature_1,21.0,7.74
user_295,2025-03-18,Standard,Model_A,Feature_2,10.0,3.93
user_909,2025-04-10,Enterprise,Model_D,Feature_1,120.0,20.34
user_132,2025-04-18,Basic,Model_A,Feature_2,10.0,3.72
user_750,2025-04-04,Standard,Model_B,Feature_2,18.0,7.39
user_661,2025-04-17,Standard,Model_A,Feature_1,24.0,8.65
user_383,2025-04-30,Basic,Model_C,Feature_2,33.0,4.23
user_126,2025-03-10,Enterprise,Model_D,Feature_1,114.0,26.7
user_693,2025-03-20,Premium,Model_E,Feature_1,64.0,8.93
user_68,2025-05-05,Premium,Model_E,Feature_1,61.0,7.53
user_63,2025-05-16,Enterprise,Model_A,Feature_3,45.0,16.95
user_411,2025-03-21,Standard,Model_E,Feature_1,81.0,16.77
user_639,2025-03-05,Enterprise,Model_E,Feature_2,72.0,12.45
user_303,2025-03-05,Standard,Model_A,Feature_1,10.0,3.68
user_283,2025-03-24,Standard,Model_A,Feature_2,11.0,3.98
user_889,2025-05-05,Premium,Model_C,Feature_2,51.0,7.19
user_310,2025-03-05,Enterprise,Model_A,Feature_4,89.0,35.900000000000006
user_406,2025-05-09,Basic,Model_D,Feature_2,34.0,6.58
user_79,2025-03-27,Standard,Model_D,Feature_1,97.0,13.52
user_207,2025-03-03,Premium,Model_B,Feature_3,30.0,10.57
user_511,2025-05-06,Premium,Model_A,Feature_5,19.0,8.11
user_127,2025-05-28,Enterprise,Model_E,Feature_3,57.0,10.86
user_825,2025-05-28,Enterprise,Model_B,Feature_4,31.0,10.03
user_695,2025-03-13,Premium,Model_C,Feature_1,73.0,13.39
user_27,2025-05-12,Enterprise,Model_E,Feature_3,54.0,4.89
user_263,2025-05-07,Enterprise,Model_D,Feature_1,102.0,20.58
user_104,2025-03-26,Premium,Model_D,Feature_3,50.0,9.44
user_568,2025-03-08,Premium,Model_B,Feature_1,23.0,8.78
user_344,2025-05-16,Enterprise,Model_A,Feature_1,33.0,11.7
user_184,2025-03-19,Standard,Model_A,Feature_2,10.0,3.26
user_525,2025-04-07,Standard,Model_C,Feature_1,101.0,14.62
user_761,2025-03-17,Premium,Model_C,Feature_1,116.0,20.7
user_981,2025-05-21,Basic,Model_D,Feature_2,30.0,5.4
user_68,2025-05-07,Premium,Model_C,Feature_1,93.0,12.21
user_61,2025-05-01,Standard,Model_B,Feature_1,14.0,4.79
user_891,2025-05-14,Basic,Model_A,Feature_2,12.0,4.57
user_512,2025-04-10,Basic,Model_A,Feature_3,13.0,4.53
user_920,2025-04-07,Premium,Model_A,Feature_3,20.0,8.03
user_643,2025-03-13,Standard,Model_D,Feature_2,53.0,7.77
user_499,2025-03-04,Enterprise,Model_D,Feature_2,228.0,41.34
user_893,2025-03-31,Enterprise,Model_C,Feature_3,81.0,5.49
user_556,2025-04-18,Standard,Model_A,Feature_1,18.0,6.72
user_754,2025-03-18,Basic,Model_C,Feature_1,63.0,9.06
user_659,2025-05-20,Premium,Model_D,Feature_5,104.0,15.87
user_544,2025-04-29,Basic,Model_E,Feature_2,19.0,3.23
user_499,2025-03-20,Enterprise,Model_D,Feature_1,96.0,13.14
user_542,2025-04-10,Basic,Model_C,Feature_2,42.0,8.57
user_419,2025-04-26,Enterprise,Model_E,Feature_2,72.0,11.28
user_73,2025-05-22,Standard,Model_A,Feature_2,15.0,4.61
user_912,2025-05-26,Premium,Model_A,Feature_1,51.0,18.490000000000002
user_537,2025-05-30,Enterprise,Model_A,Feature_2,36.0,16.56
user_658,2025-04-21,Enterprise,Model_B,Feature_2,63.0,26.82
user_56,2025-04-10,Enterprise,Model_C,Feature_3,75.0,15.15
user_376,2025-04-23,Standard,Model_B,Feature_4,3.0,1.29
user_657,2025-03-10,Standard,Model_D,Feature_1,45.0,9.28
user_397,2025-04-10,Premium,Model_B,Feature_5,32.0,12.47
user_368,2025-05-22,Basic,Model_C,Feature_1,67.0,11.9
user_656,2025-05-28,Standard,Model_B,Feature_1,8.0,2.97
user_718,2025-03-06,Enterprise,Model_E,Feature_5,63.0,14.85
user_369,2025-04-23,Premium,Model_B,Feature_1,26.0,7.45
user_62,2025-03-27,Basic,Model_B,Feature_1,12.0,3.64
user_816,2025-05-12,Premium,Model_A,Feature_3,30.0,10.27
user_153,2025-05-22,Standard,Model_E,Feature_3,6.0,1.13
user_82,2025-04-17,Basic,Model_A,Feature_1,12.0,4.37
user_123,2025-05-09,Enterprise,Model_C,Feature_4,162.0,36.27
user_241,2025-05-23,Basic,Model_B,Feature_3,13.0,5.08
user_396,2025-03-28,Enterprise,Model_C,Feature_2,63.0,12.66
user_300,2025-03-04,Standard,Model_E,Feature_1,43.0,6.69
user_611,2025-03-12,Standard,Model_A,Feature_3,15.0,6.43
user_856,2025-03-05,Enterprise,Model_C,Feature_3,87.0,14.04
user_477,2025-04-21,Premium,Model_A,Feature_1,16.0,5.61
user_261,2025-04-22,Basic,Model_B,Feature_1,8.0,3.34
user_135,2025-05-22,Standard,Model_D,Feature_5,63.0,10.82
user_777,2025-05-28,Premium,Model_D,Feature_2,147.0,30.060000000000002
user_230,2025-04-15,Standard,Model_D,Feature_2,50.0,8.36
user_24,2025-03-12,Premium,Model_C,Feature_3,60.0,15.46
user_476,2025-04-04,Premium,Model_B,Feature_1,53.0,21.509999999999998
user_563,2025-05-18,Premium,Model_E,Feature_3,13.0,2.82
user_12,2025-03-03,Premium,Model_D,Feature_2,225.0,37.14
user_503,2025-03-05,Basic,Model_D,Feature_2,81.0,18.79
user_272,2025-03-26,Enterprise,Model_D,Feature_3,60.0,5.7
user_633,2025-05-21,Basic,Model_A,Feature_2,22.0,7.970000000000001
user_632,2025-04-10,Standard,Model_A,Feature_3,20.0,7.57
user_436,2025-05-16,Premium,Model_A,Feature_2,33.0,10.68
user_792,2025-05-12,Premium,Model_C,Feature_4,123.0,19.2
user_35,2025-04-21,Standard,Model_D,Feature_2,43.0,8.02
user_349,2025-04-28,Enterprise,Model_C,Feature_2,162.0,28.92
user_934,2025-04-09,Standard,Model_A,Feature_5,10.0,4.0
user_63,2025-04-16,Enterprise,Model_A,Feature_1,54.0,19.770000000000003
user_203,2025-03-06,Basic,Model_A,Feature_1,20.0,7.91
user_379,2025-05-07,Standard,Model_C,Feature_2,29.0,5.56
user_497,2025-03-28,Basic,Model_A,Feature_2,11.0,3.97
user_508,2025-04-21,Basic,Model_D,Feature_2,38.0,5.92
user_763,2025-05-20,Premium,Model_A,Feature_2,28.0,9.25
user_529,2025-03-26,Enterprise,Model_A,Feature_1,30.0,10.71
user_115,2025-04-23,Standard,Model_A,Feature_4,16.0,6.65
user_910,2025-03-27,Premium,Model_C,Feature_3,59.0,8.53
user_396,2025-04-09,Enterprise,Model_C,Feature_1,102.0,20.28
user_719,2025-05-05,Standard,Model_C,Feature_3,35.0,3.49
user_259,2025-03-09,Premium,Model_A,Feature_5,21.0,8.15
user_250,2025-05-12,Basic,Model_A,Feature_3,14.0,5.76
user_395,2025-05-16,Standard,Model_B,Feature_2,18.0,6.3
user_631,2025-03-03,Basic,Model_C,Feature_5,16.0,2.53
user_908,2025-03-31,Standard,Model_D,Feature_2,50.0,8.2
user_177,2025-05-20,Premium,Model_E,Feature_5,88.0,16.02
user_798,2025-05-23,Standard,Model_D,Feature_5,59.0,9.49
user_323,2025-04-15,Premium,Model_E,Feature_2,92.0,22.92
user_937,2025-04-25,Standard,Model_D,Feature_3,1200.0,220.5
user_121,2025-03-26,Basic,Model_A,Feature_2,9.0,2.99
user_563,2025-03-18,Premium,Model_E,Feature_3,38.0,7.56
user_298,2025-03-31,Premium,Model_B,Feature_3,37.0,12.44
user_414,2025-03-14,Premium,Model_B,Feature_3,25.0,9.7
user_148,2025-05-20,Premium,Model_B,Feature_2,38.0,13.42
user_705,2025-05-28,Premium,Model_A,Feature_3,36.0,12.28
user_286,2025-03-27,Standard,Model_E,Feature_1,39.0,5.47
user_191,2025-04-23,Basic,Model_D,Feature_1,30.0,7.04
user_486,2025-03-01,Enterprise,Model_E,Feature_2,126.0,18.119999999999997
user_135,2025-04-16,Standard,Model_D,Feature_1,49.0,10.15
user_590,2025-03-09,Basic,Model_E,Feature_3,18.0,4.11
user_679,2025-05-21,Enterprise,Model_A,Feature_5,15.0,5.19
user_115,2025-03-24,Standard,Model_A,Feature_3,13.0,4.93
user_548,2025-03-14,Basic,Model_A,Feature_3,12.0,4.63
user_8,2025-03-03,Premium,Model_B,Feature_1,28.0,9.72
user_90,2025-05-24,Premium,Model_A,Feature_1,20.0,6.77
user_137,2025-03-13,Enterprise,Model_A,Feature_1,18.0,7.35
user_252,2025-04-08,Premium,Model_B,Feature_3,29.0,10.22
user_476,2025-03-20,Premium,Model_B,Feature_1,26.0,9.46
user_473,2025-04-17,Basic,Model_A,Feature_3,14.0,4.27
user_146,2025-03-18,Basic,Model_A,Feature_3,11.0,4.27
user_526,2025-05-29,Enterprise,Model_A,Feature_1,30.0,11.94
user_932,2025-05-30,Standard,Model_B,Feature_1,13.0,4.48
user_395,2025-03-26,Standard,Model_B,Feature_1,14.0,5.36
user_674,2025-03-18,Basic,Model_A,Feature_5,9.0,3.4
user_867,2025-05-15,Basic,Model_D,Feature_2,29.0,3.39
user_804,2025-05-14,Basic,Model_B,Feature_1,18.0,6.87
user_601,2025-04-17,Enterprise,Model_B,Feature_2,72.0,26.67
user_301,2025-04-24,Basic,Model_A,Feature_1,18.0,7.22
user_279,2025-04-22,Basic,Model_C,Feature_2,18.0,2.66
user_221,2025-05-20,Basic,Model_C,Feature_5,24.0,5.39
user_851,2025-05-24,Standard,Model_C,Feature_5,31.0,8.78
user_726,2025-04-14,Premium,Model_D,Feature_1,158.0,30.5
user_896,2025-03-20,Standard,Model_A,Feature_2,11.0,4.26
user_583,2025-03-25,Basic,Model_B,Feature_2,13.0,4.51
user_143,2025-03-21,Standard,Model_A,Feature_4,19.0,5.9
user_127,2025-03-17,Enterprise,Model_A,Feature_1,33.0,10.65
user_808,2025-04-08,Standard,Model_C,Feature_1,98.0,18.2
user_40,2025-05-20,Premium,Model_A,Feature_1,56.0,19.59
user_358,2025-04-14,Basic,Model_C,Feature_2,26.0,5.19
user_321,2025-05-09,Standard,Model_C,Feature_3,42.0,8.23
user_837,2025-05-16,Enterprise,Model_D,Feature_1,213.0,33.51
user_727,2025-05-22,Basic,Model_A,Feature_2,11.0,4.01
user_800,2025-03-14,Enterprise,Model_B,Feature_3,45.0,18.63
user_677,2025-05-15,Basic,Model_D,Feature_2,28.0,6.76
user_650,2025-03-10,Enterprise,Model_A,Feature_1,21.0,7.2
user_160,2025-05-16,Basic,Model_C,Feature_2,25.0,4.68
user_432,2025-05-29,Premium,Model_B,Feature_2,36.0,14.1
user_276,2025-03-18,Premium,Model_A,Feature_3,46.0,18.08
user_851,2025-05-13,Standard,Model_C,Feature_1,45.0,3.85
user_164,2025-05-12,Standard,Model_D,Feature_2,43.0,6.12
user_816,2025-05-06,Premium,Model_A,Feature_3,37.0,12.91
user_760,2025-03-03,Standard,Model_A,Feature_2,8.0,3.65
user_219,2025-03-19,Basic,Model_B,Feature_1,16.0,5.94
user_299,2025-03-21,Premium,Model_B,Feature_2,32.0,10.83
user_673,2025-03-27,Premium,Model_B,Feature_2,76.0,27.909999999999997
user_932,2025-05-18,Standard,Model_A,Feature_3,21.0,7.59
user_458,2025-05-22,Standard,Model_A,Feature_4,16.0,5.52
user_479,2025-05-07,Standard,Model_C,Feature_3,36.0,4.98
user_854,2025-05-12,Basic,Model_C,Feature_3,19.0,3.83
user_866,2025-04-10,Premium,Model_D,Feature_1,70.0,13.29
user_379,2025-03-14,Standard,Model_E,Feature_2,38.0,6.97
user_639,2025-05-29,Enterprise,Model_C,Feature_1,132.0,30.06
user_699,2025-03-17,Standard,Model_C,Feature_2,54.0,10.02
user_219,2025-04-17,Basic,Model_B,Feature_2,14.0,5.02
user_404,2025-03-31,Standard,Model_E,Feature_1,38.0,6.38
user_201,2025-04-17,Standard,Model_B,Feature_2,18.0,7.15
user_172,2025-04-28,Enterprise,Model_E,Feature_1,90.0,15.69
user_206,2025-05-09,Standard,Model_A,Feature_1,15.0,4.83
user_786,2025-04-09,Enterprise,Model_A,Feature_3,33.0,12.3
user_427,2025-03-11,Standard,Model_B,Feature_1,52.0,18.119999999999997
user_64,2025-03-13,Enterprise,Model_C,Feature_3,93.0,26.85
user_302,2025-03-06,Enterprise,Model_C,Feature_2,51.0,12.15
user_545,2025-05-26,Enterprise,Model_A,Feature_2,36.0,13.02
user_83,2025-04-08,Basic,Model_D,Feature_1,34.0,5.02
user_694,2025-04-25,Enterprise,Model_C,Feature_1,126.0,30.09
user_301,2025-03-11,Basic,Model_A,Feature_4,11.0,4.36
user_800,2025-05-16,Enterprise,Model_B,Feature_3,48.0,16.92
user_50,2025-04-23,Enterprise,Model_B,Feature_1,51.0,15.57
user_763,2025-03-25,Premium,Model_A,Feature_2,19.0,7.38
user_536,2025-05-15,Standard,Model_A,Feature_1,15.0,5.03
user_493,2025-05-31,Basic,Model_A,Feature_1,12.0,5.19
user_861,2025-05-28,Enterprise,Model_B,Feature_3,30.0,11.58
user_444,2025-04-30,Premium,Model_C,Feature_2,46.0,7.4
user_248,2025-04-18,Basic,Model_D,Feature_2,33.0,7.88
user_900,2025-03-02,Enterprise,Model_D,Feature_3,54.0,11.97
user_756,2025-05-26,Premium,Model_C,Feature_5,69.0,15.38
user_40,2025-05-05,Premium,Model_A,Feature_2,51.0,20.66
user_59,2025-05-11,Premium,Model_D,Feature_2,170.0,31.64
user_18,2025-03-14,Premium,Model_C,Feature_2,56.0,9.55
user_172,2025-03-18,Enterprise,Model_E,Feature_2,159.0,29.22
user_463,2025-05-29,Standard,Model_A,Feature_5,10.0,3.77
user_31,2025-03-18,Premium,Model_D,Feature_2,76.0,17.64
user_916,2025-04-09,Premium,Model_A,Feature_3,25.0,6.64
user_145,2025-04-18,Premium,Model_A,Feature_3,30.0,11.44
user_951,2025-05-05,Enterprise,Model_C,Feature_3,81.0,14.34
user_553,2025-03-17,Standard,Model_B,Feature_3,18.0,6.08
user_968,2025-05-16,Premium,Model_C,Feature_1,183.0,31.22
user_370,2025-03-20,Standard,Model_A,Feature_5,8.0,3.3
user_880,2025-03-20,Enterprise,Model_C,Feature_2,48.0,8.76
user_385,2025-03-09,Premium,Model_D,Feature_1,86.0,15.03
user_420,2025-04-17,Standard,Model_A,Feature_1,14.0,5.43
user_248,2025-05-26,Basic,Model_D,Feature_3,21.0,4.23
user_732,2025-03-17,Enterprise,Model_D,Feature_3,57.0,14.58
user_717,2025-05-13,Premium,Model_B,Feature_1,27.0,9.95
user_382,2025-05-09,Premium,Model_E,Feature_3,37.0,6.16
user_853,2025-04-15,Enterprise,Model_B,Feature_2,36.0,14.52
user_267,2025-05-28,Enterprise,Model_A,Feature_2,84.0,35.46
user_212,2025-05-09,Premium,Model_B,Feature_1,29.0,9.4
user_517,2025-03-28,Basic,Model_C,Feature_3,32.0,4.83
user_765,2025-03-12,Standard,Model_E,Feature_4,36.0,7.04
user_637,2025-03-10,Standard,Model_C,Feature_3,46.0,10.43
user_155,2025-04-09,Enterprise,Model_A,Feature_1,18.0,6.51
user_814,2025-03-22,Premium,Model_E,Feature_2,51.0,9.58
user_840,2025-04-04,Standard,Model_A,Feature_1,11.0,3.5
user_92,2025-04-07,Standard,Model_C,Feature_3,65.0,11.95
user_9,2025-05-16,Standard,Model_A,Feature_1,17.0,5.61
user_621,2025-04-30,Premium,Model_A,Feature_5,22.0,7.21
user_772,2025-03-20,Enterprise,Model_E,Feature_1,84.0,14.97
user_310,2025-03-13,Enterprise,Model_A,Feature_1,57.0,21.15
user_604,2025-04-08,Basic,Model_A,Feature_1,7.0,2.36
user_67,2025-05-26,Standard,Model_B,Feature_4,5.0,1.95
user_123,2025-05-15,Enterprise,Model_C,Feature_5,75.0,14.07
user_386,2025-05-20,Basic,Model_E,Feature_3,22.0,4.6
user_350,2025-04-23,Basic,Model_B,Feature_5,21.0,7.08
user_624,2025-05-20,Enterprise,Model_E,Feature_2,117.0,32.85
user_64,2025-03-15,Enterprise,Model_C,Feature_4,123.0,22.08
user_729,2025-05-12,Standard,Model_B,Feature_2,37.0,12.21
user_853,2025-04-28,Enterprise,Model_B,Feature_3,39.0,14.1
user_478,2025-05-06,Premium,Model_A,Feature_1,17.0,5.53
user_125,2025-05-08,Premium,Model_B,Feature_2,64.0,22.619999999999997
user_453,2025-05-06,Basic,Model_B,Feature_3,14.0,5.46
user_357,2025-03-21,Standard,Model_E,Feature_2,84.0,12.67
user_503,2025-04-22,Basic,Model_D,Feature_3,26.0,5.77
user_302,2025-03-15,Enterprise,Model_C,Feature_1,90.0,15.93
user_110,2025-03-20,Basic,Model_C,Feature_3,31.0,6.66
user_396,2025-03-24,Enterprise,Model_C,Feature_2,60.0,15.6
user_323,2025-05-21,Premium,Model_A,Feature_3,30.0,12.82
user_734,2025-04-08,Standard,Model_B,Feature_3,38.0,13.23
user_180,2025-03-27,Enterprise,Model_D,Feature_1,111.0,18.6
user_539,2025-03-25,Enterprise,Model_B,Feature_1,39.0,14.73
user_702,2025-04-14,Enterprise,Model_C,Feature_1,75.0,14.46
user_490,2025-03-28,Premium,Model_A,Feature_1,15.0,5.99
user_781,2025-03-15,Premium,Model_B,Feature_5,23.0,9.65
user_936,2025-05-15,Premium,Model_A,Feature_1,1350.0,461.5
user_107,2025-03-25,Basic,Model_C,Feature_3,28.0,5.95
user_644,2025-05-26,Standard,Model_B,Feature_1,13.0,4.98
user_169,2025-04-16,Standard,Model_E,Feature_2,31.0,7.45
